Name,Phone,Email,Website,Zip Code,Address
Perkins Restaurant & Bakery,(651) 426-1643,N/A,https://stores.perkinsrestaurants.com/us/mn/vadnais-heights/1045-county-road-e.html,55110,"1045 County Road E E, Vadnais Heights, MN 55110"
Amore Coffee,(651) 330-0570,cathy@amorecoffee.com,https://www.amorecoffee.com,55118,"879 Smith Ave S, Saint Paul, MN 55118"
Perkins Restaurant & Bakery,(763) 424-2020,N/A,https://stores.perkinsrestaurants.com/us/mn/maple-grove/11801-73rd-ave-n.html,55369,"11801 73rd Ave N, Maple Grove, MN 55369"
Perkins Restaurant & Bakery,(763) 328-0251,N/A,https://stores.perkinsrestaurants.com/us/mn/plymouth/2945-empire-ln-n.html,55447,"2945 Empire Ln N, Plymouth, MN 55447"
Lunds & Byerlys,(651) 686-9669,contact@lundsandbyerlys.com,http://www.lundsandbyerlys.com,55121,"1299 Promenade Pl, Saint Paul, MN 55121"
Yum Kitchen & Bakery,(952) 933-6001,N/A,http://www.yumkitchen.com,55343,"6001 Shady Oak Rd S, Hopkins, MN 55343"
Perkins Restaurant & Bakery,(651) 454-8369,N/A,https://stores.perkinsrestaurants.com/us/mn/eagan/1345-towne-centre-dr.html,55123,"1345 Town Centre Dr, Eagan, MN 55123"
Taste Of Scandinavia Bakery Cafe & Catering,(651) 482-8285,djohnson@tasteofscandinavia.com,http://www.tasteofscandinavia.com,55127,"845 Village Center Dr, Saint Paul, MN 55127"
Perkins Restaurant & Bakery,(763) 328-0253,N/A,https://stores.perkinsrestaurants.com/us/mn/bloomington/4201-w-78th-st.html,55435,"4201 W 78th St, Bloomington, MN 55435"
Puffy Cream Donut Plus,(651) 686-8342,N/A,https://www.facebook.com/Puffy-Cream-Donuts-Plus-111890812175929,55121,"3390 Coachman Rd, Saint Paul, MN 55121"
Bruegger's Bagels and Caribou Coffee,(651) 636-5655,customercare@zipscene.com,N/A,55113,"2111 Snelling Ave N, Roseville, MN 55113"
Perkins Restaurant & Bakery,(763) 786-4042,N/A,http://www.perkinsrestaurants.com,55112,"2214 Mounds View Blvd, Saint Paul, MN 55112"
Bruegger's Bagels,(952) 927-9446,franchise@brueggers.com,https://locations.brueggers.com/us/mn/edina/4412-france-ave-s?y_source=1_OTczMjA1MC01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,55410,"4412 France Ave S, Edina, MN 55410"
Legacy Chocolates,(651) 340-5252,info@legacychocolates.com,http://legacychocolates.com,55101,"141 4th St E Apt 230, Saint Paul, MN 55101"
Grandma's Bakery,(651) 762-2900,info@grandmasbakery.com,http://www.grandmasbakery.com,55110,"2184 4th St Ste B, Saint Paul, MN 55110"
Farina Baking Company,(651) 253-7126,info@farinabakingcompany.com,http://www.farinabakingcompany.com,,N/A
Key's Cafe & Bakery,(651) 426-2885,N/A,http://www.keyscafe.com,55110,"2208 4th St, Saint Paul, MN 55110"
Bakers Square,(651) 770-9070,N/A,http://www.bakerssquare.com,55109,"3088 White Bear Ave N, Saint Paul, MN 55109"
Bruegger's Bagels,(651) 486-7135,franchise@brueggers.com,https://locations.brueggers.com/us/mn/north-oaks/111-village-center-drive?y_source=1_OTczMjEwNC01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,55127,"111 Village Center Dr, North Oaks, MN 55127"
Edible Solutions,(763) 592-9771,ediblesolutions@comcast.net,http://www.ediblesolutions.net,55311,"17934 68th Ave N, Osseo, MN 55311"
Bruegger's Bagels,(952) 238-1388,franchise@brueggers.com,https://locations.brueggers.com/us/mn/minnetonka/4781-county-road-101?y_source=1_OTczMjI2MS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,55345,"4781 County Road 101, Minnetonka, MN 55345"
Bruegger's Bagels,(952) 395-3601,franchise@brueggers.com,https://locations.brueggers.com/us/mn/wayzata/1179a-e-wayzata-blvd?y_source=1_OTczMjE1NS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,55391,"1179A Wayzata Blvd E, Wayzata, MN 55391"
Perkins Restaurant & Bakery,(651) 777-8306,N/A,http://www.perkinsrestaurants.com,55106,"694 White Bear Ave N, Saint Paul, MN 55106"
Desserts by Regina,(651) 230-0434,N/A,N/A,55119,"1847 Woodcrest Dr, Saint Paul, MN 55119"
Perkins Restaurant & Bakery,(952) 474-2568,N/A,http://www.perkinsrestaurants.com,55345,"17701 Highway 7, Minnetonka, MN 55345"
Lunds & Byerlys,(952) 512-7700,N/A,http://www.lundsandbyerlys.com,55345,"14400 Excelsior Blvd, Minnetonka, MN 55345"
Dunkin',(612) 255-8934,N/A,https://locations.dunkindonuts.com/en/mn/bloomington/60-e-broadway/359446?utm_source=yext&utm_medium=local&utm_campaign=localmaps&utm_content=359446,55425,"60 E Broadway Spc E280, Bloomington, MN 55425"
Dunkin',(651) 207-5593,N/A,https://locations.dunkindonuts.com/en/mn/west-saint-paul/1224-robert-st-s/356643?utm_source=yext&utm_medium=local&utm_campaign=localmaps&utm_content=356643,55118,"1224 Robert St S, West Saint Paul, MN 55118"
Dunkin',(651) 478-4795,Ruben.Reyes@dunkinbrands.com,https://locations.dunkindonuts.com/en/mn/eagan/1420-yankee-doodle-rd/356642?utm_source=yext&utm_medium=local&utm_campaign=localmaps&utm_content=356642,55121,"1420 Yankee Doodle Rd, Eagan, MN 55121"
Bruegger's,(651) 578-0580,franchise@brueggers.com,http://www.brueggers.com,55119,"2133 Old Hudson Rd, Saint Paul, MN 55119"
"Butter, Cream & Berries",,N/A,N/A,,N/A
Hy-Vee,(763) 531-7462,hvcs@hy-vee.com,http://www.hy-vee.com,,N/A
Take'n'bake,(651) 503-1969,N/A,N/A,,N/A
Dunkin',(763) 284-1900,N/A,https://locations.dunkindonuts.com/en/mn/fridley/8300-university-ave-ne/357473?utm_source=yext&utm_medium=local&utm_campaign=localmaps&utm_content=357473,55432,"8300 University Ave NE, Fridley, MN 55432"
Bakers Square,(651) 455-1546,N/A,http://www.bakerssquare.com,55118,"1949 Robert St S, Saint Paul, MN 55118"
Chez Arnaud,(763) 568-7756,N/A,N/A,55311,"13332 Bass Lake Rd, Maple Grove, MN 55311"
Jerry's Foods Eden Prairie,(952) 941-9680,contact@jerrysfoods.com,https://www.jerrysfoods.com/stores/eden-prairie,55344,"9625 Anderson Lakes Pkwy, Eden Prairie, MN 55344"
Bruegger's,(952) 545-4114,N/A,http://www.brueggers.com,55305,"1808 Plymouth Rd, Hopkins, MN 55305"
Trufles & Tortes,(952) 473-8585,N/A,http://trufflesandtortes.com,55391,"3105 Shores Blvd, Wayzata, MN 55391"
DSW @ Hy-Vee Brooklyn Park,(763) 488-4500,info@dswinc.com,https://stores.dsw.com/usa/mn/brooklynpark/dsw-designer-shoe-warehouse-9409-zane-ave-n.html?y_source=1_MTc0MTgzOTAtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,,N/A
Perkins Restaurant & Bakery,(651) 457-1331,N/A,http://www.perkinsrestaurants.com,55118,"1365 Robert St S, Saint Paul, MN 55118"
Granny's Donuts,(651) 451-6132,N/A,https://www.facebook.com/pages/Grannys-Donuts/117637168261782?fref=ts,55118,"1555 Robert St S, Saint Paul, MN 55118"
Bruegger's Bagels,(952) 829-9532,franchise@brueggers.com,https://locations.brueggers.com/us/mn/eden-prairie/9641-anderson-lakes-parkway?y_source=1_OTczMjE1Ny01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,55344,"9641 Anderson Lakes Pkwy, Eden Prairie, MN 55344"
Lunds & Byerlys,(952) 476-2222,N/A,http://www.lundsandbyerlys.com,55391,"1151 Wayzata Blvd E, Wayzata, MN 55391"
Bruegger's Bagels,(763) 553-9893,fonofrio@mason23.com,https://locations.brueggers.com/us/mn/plymouth/4000-annapolis-lane?y_source=1_OTczMjExNS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,55447,"4000 Annapolis Ln N Ste 109, Plymouth, MN 55447"
Great American Cookies,(952) 858-9814,N/A,http://www.greatamericancookies.com,55425,"60 E Broadway  Mall Of America, Bloomington, MN 55425"
Dunkin',(651) 348-8361,N/A,https://locations.dunkindonuts.com/en/mn/maplewood/1275-county-road-d-e/358007?utm_source=yext&utm_medium=local&utm_campaign=localmaps&utm_content=358007,55109,"1275 County Road D E Ste 106B, Maplewood, MN 55109"
St Paul Flatbread Co,(651) 291-8700,facebook@ci.austin.mn.us,http://www.ci.austin.mn.us,55107,"439 Robert St S, Saint Paul, MN 55107"
Pdq Food Store,(651) 202-3943,N/A,http://fresh-spot.com,55112,"950 County Road D W, Saint Paul, MN 55112"
Perkins Restaurant & Bakery,(651) 699-0393,N/A,http://www.perkinsrestaurants.com,55116,"800 Cleveland Ave S, Saint Paul, MN 55116"
EarthGrains,(651) 636-8400,N/A,N/A,55113,"2745 Long Lake Rd, Saint Paul, MN 55113"
Bakers Square,(952) 935-0171,N/A,http://www.bakerssquare.com,55343,"210 Blake Rd N, Hopkins, MN 55343"
Dunkin',(651) 788-9289,N/A,https://locations.dunkindonuts.com/en/mn/roseville/2465-fairview-ave-n/362874?utm_source=yext&utm_medium=local&utm_campaign=localmaps&utm_content=362874,55113,"2465 Fairview Ave N, Roseville, MN 55113"
Dunkin',(651) 207-8595,N/A,https://locations.dunkindonuts.com/en/mn/saint-paul/143-snelling-ave-n/358403?utm_source=yext&utm_medium=local&utm_campaign=localmaps&utm_content=358403,55104,"143 Snelling Ave N, Saint Paul, MN 55104"
Perkins Restaurant & Bakery,(651) 659-0772,N/A,http://www.perkinsrestaurants.com,55104,"1544 University Ave W, Saint Paul, MN 55104"
Perkins Restaurant & Bakery,(763) 574-1670,N/A,https://stores.perkinsrestaurants.com/us/mn/fridley/7520-university-ave-ne.html,55432,"7520 University Ave NE, Fridley, MN 55432"
Lunds & Byerlys,(651) 698-5845,catering@lundsandbyerlys.com,http://www.lundsandbyerlys.com,55116,"2128 Ford Pkwy, Saint Paul, MN 55116"
Perkins Restaurant & Bakery,(763) 533-1313,N/A,https://stores.perkinsrestaurants.com/us/mn/crystal/5420-w-broadway-avenue.html,55428,"5420 W Broadway Ave, Crystal, MN 55428"
Dunkin',(651) 340-1084,customerservice@dunkinbrands.com,http://www.dunkindonuts.com,55113,"2425 Rice St, Saint Paul, MN 55113"
Perkins Restaurant & Bakery,(763) 328-0256,N/A,https://stores.perkinsrestaurants.com/us/mn/roseville/1495-county-road-b-west.html,55113,"1495 County Road B W, Roseville, MN 55113"
Bruegger's Bagels,(651) 221-1909,franchise@brueggers.com,https://locations.brueggers.com/us/mn/saint-paul/800-grand-ave?y_source=1_OTczMjA1MS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,55105,"800 Grand Ave, Saint Paul, MN 55105"
Dunkin',(612) 727-1667,N/A,https://locations.dunkindonuts.com/en/mn/saint-paul/minneapolis-st.-paul-int.-airport/355310?utm_source=yext&utm_medium=local&utm_campaign=localmaps&utm_content=355310,55111,"Minneapolis-St. Paul Int. Airport Main Term - Post Security, Saint Paul, MN 55111"
Perkins Restaurant & Bakery,(612) 428-0206,N/A,https://stores.perkinsrestaurants.com/us/mn/minnetonka/11300-minnesota-7.html,55305,"11300 Highway 7, Minnetonka, MN 55305"
Dunkin',(612) 354-4500,N/A,http://www.dunkindonuts.com,55427,"7820 42nd Ave N, New Hope, MN 55427"
Perkins Restaurant & Bakery,(763) 328-0254,N/A,https://stores.perkinsrestaurants.com/us/mn/golden-valley/6920-wayzata-blvd.html,55426,"6920 Wayzata Blvd, Golden Valley, MN 55426"
Perkins Restaurant & Bakery,(952) 927-4049,N/A,https://stores.perkinsrestaurants.com/us/mn/edina/4917-eden-ave.html,55424,"4917 Eden Ave, Edina, MN 55424"
Bakers Square,(651) 698-0775,N/A,http://www.bakerssquare.com,55116,"2239 Ford Pkwy, Saint Paul, MN 55116"
Cakes by Debby,(612) 208-5002,N/A,N/A,,N/A
Cakes for Your Occasions,(612) 817-8381,maryz@cakesforyouroccasions.com,http://www.cakesforyouroccasions.com,,N/A
Bruegger's Bagels,(651) 635-0185,franchise@brueggers.com,https://locations.brueggers.com/us/mn/roseville/2712-lincoln-drive?y_source=1_OTczMjEyMC01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,55113,"2712 Lincoln Dr, Roseville, MN 55113"
Perkins Restaurant & Bakery,(612) 428-1847,N/A,https://stores.perkinsrestaurants.com/us/mn/new-brighton/696-w-county-rd-d.html,55112,"696 County Road D W, New Brighton, MN 55112"
Bimbo Bakeries USA,(651) 994-7541,N/A,N/A,55121,"990 Apollo Rd, Saint Paul, MN 55121"
Bimbo Bakeries Usa,(651) 688-8332,N/A,http://bimbobakeriesusa.com,55121,"3255 Neil Armstrong Blvd, Saint Paul, MN 55121"
Chez Arnaud,(651) 653-5658,N/A,http://myfrenchbakery.net,55110,"4735 Highway 61 N, Saint Paul, MN 55110"
Red 24,(612) 207-6655,N/A,http://www.red24bags.com,55107,"106 Water St W, Saint Paul, MN 55107"
Taystee Bakery,(651) 779-6552,N/A,N/A,55110,"2000 County Road E E, Saint Paul, MN 55110"
Donuts Deluxe,(651) 748-8375,N/A,https://www.facebook.com/pages/Donuts-Deluxe/111693195533487,55110,"1640 County Road E E, Saint Paul, MN 55110"
Bimbo Bakeries USA,(651) 779-6552,N/A,N/A,55110,"2000 County Road E E, Saint Paul, MN 55110"
Sara Lee,(651) 779-6552,N/A,N/A,55110,"2002 County Road E E, Saint Paul, MN 55110"
Jerabek's New Bohemian Cffhse,(651) 228-1245,N/A,N/A,55107,"63 Winifred St W, Saint Paul, MN 55107"
White Bear Ave Bakery,(651) 774-0760,N/A,N/A,55106,"1515 White Bear Ave N, Saint Paul, MN 55106"
Taystee Baking Thrift Store,(651) 779-6996,N/A,N/A,55109,"2130 11th Ave E, Saint Paul, MN 55109"
Cinnabon,(651) 773-5505,N/A,http://www.cinnabon.com,55109,"1054 Maplewood Mall, Saint Paul, MN 55109"
Panaderia Lindo Amanecer,(651) 738-9177,N/A,N/A,55106,"800 White Bear Ave N, Saint Paul, MN 55106"
Rubios Bakery Panderia,(651) 731-9479,N/A,N/A,55119,"1990 Suburban Ave, Saint Paul, MN 55119"
Walmart - Bakery,(651) 486-7001,N/A,http://www.walmart.com,55127,"850 County Road E E, Vadnais Heights, MN 55127"
Milly's Bakery,(651) 312-1375,milly@millysbakery.net,N/A,55107,"421 Wabasha St S, Saint Paul, MN 55107"
Grandma's Bakery,(651) 779-0707,mickey@grandmasbakery.com,http://www.grandmasbakery.com,55110,"1765 Buerkle Rd, Saint Paul, MN 55110"
Great Harvest Bread Company,(952) 476-2515,rkloser@greatharvest.com,http://www.greatharvest.com,55345,"17416 Minnetonka Blvd, Minnetonka, MN 55345"
Cinnabon,(952) 858-8208,N/A,https://locations.cinnabon.com/mn/bloomington/e-180-broadway?utm_source=extnet&utm_medium=organic&utm_campaign=locations_partner,55425,"180 E Broadway, Bloomington, MN 55425"
Nadia Cakes,(763) 575-8885,maplegroveinfo@nadiacakes.com,http://www.nadiacakes.com,55369,"11650 Fountains Dr, Maple Grove, MN 55369"
East African Injera,(651) 489-9220,info@eastafricanbakery.com,N/A,55104,"786 University Ave W, Saint Paul, MN 55104"
Breadsmith,(952) 475-0099,David_Wright@breadsmith.com,http://www.breadsmith.com,55305,"1816 Plymouth Rd, Hopkins, MN 55305"
Rosemark Bakery,(651) 698-3838,N/A,N/A,55105,"258 Snelling Ave S, Saint Paul, MN 55105"
Wuollet Bakery,(952) 473-8621,wuolletbakery@yahoo.com,http://www.wuollet.com,55391,"795 Lake St E, Wayzata, MN 55391"
Bars Bakery,(651) 224-8300,N/A,http://www.barsbakery.com,55102,"612 Selby Ave, Saint Paul, MN 55102"
Trotters Cafe & Bakery,(651) 645-3009,N/A,N/A,55113,"1844 Hamline Ave N, Saint Paul, MN 55113"
La Brea Bakery Cafe,(612) 727-1849,N/A,N/A,55111,"Minneapolis - St Paul International Airport - Terminal 1, Saint Paul, MN 55111"
Enticing Icing LLC,(612) 440-8009,contact@enticing-icing.com,http://www.enticing-icing.com,55117,"955 Mackubin St, Saint Paul, MN 55117"
Bravo Bakery,(651) 287-9118,bravocafe@gmail.com,http://bravobakery.net,55105,"1106 Grand Ave, Saint Paul, MN 55105"
Sugar Rush,(651) 797-3354,sugarush.bakery@gmail.com,N/A,55104,"712 University Ave W, Saint Paul, MN 55104"
Nothing Bundt Cakes,(651) 683-2343,saintpaul-mn@nothingbundtcakes.com,http://nothingbundtcakes.com/bakery/MN/st-paul-mn,55105,"1580 Grand Ave, Saint Paul, MN 55105"
Great Harvest Bread Company,(651) 221-1057,N/A,http://www.greatharvest.com,55102,"534 Selby Ave, Saint Paul, MN 55102"
Bread & Chocolate,(651) 228-1017,N/A,http://www.breadandchocolatebakery.com,55105,"867 Grand Ave, Saint Paul, MN 55105"
Breadsmith,(651) 690-3224,david@breadsmithMN.com,http://www.breadsmithmn.com,55105,"1579 Grand Ave, Saint Paul, MN 55105"
Wuollet Bakery,(651) 292-9035,wuolletbakery@yahoo.com,http://www.wuollet.com,55105,"1080 Grand Ave, Saint Paul, MN 55105"
A Piece Of Cake,(651) 846-0016,apieceofcakebonvie@gmail.com,http://apieceofcakebakery.net,55102,"485 Selby Ave, Saint Paul, MN 55102"
Trung Nam French Bakery,(651) 229-0887,quoctl@gmail.com,https://www.facebook.com/trungnambakery,55104,"739 University Ave W, Saint Paul, MN 55104"
Yoga Pants Bakery,(651) 329-8401,N/A,https://www.yogapantsbakery.com,55113,"1704 Eustis St, Saint Paul, MN 55113"
Thuro Bread,(651) 379-4809,N/A,http://thurobread.com,55104,"2036 Marshall Ave, Saint Paul, MN 55104"
Favorable Treats,(651) 329-0420,N/A,N/A,55104,"2036 Marshall Ave, Saint Paul, MN 55104"
Little Cake Studio,(651) 340-7138,N/A,N/A,55104,"2042 Marshall Ave, Saint Paul, MN 55104"
Westpoint Home,(651) 646-0454,N/A,http://westpointhome.com,55108,"2149 Knapp St, Saint Paul, MN 55108"
Lu Core Foods,(612) 338-6751,N/A,N/A,55402,"800 Lasalle Ave Ste 213, Minneapolis, MN 55402"
Bruegger's,(612) 338-8294,N/A,http://www.brueggers.com,55454,"815 25th Ave S, Minneapolis, MN 55454"
Lid's Cupcakes,(651) 387-2341,N/A,N/A,55443,"3118 98th Ave N, Minneapolis, MN 55443"
Bruegger's,(612) 866-2765,N/A,http://www.brueggers.com,55423,"6600 Penn Ave S, Minneapolis, MN 55423"
Lunds & Byerlys,(763) 268-1624,N/A,http://www.lundsandbyerlys.com,55447,"3455 Vicksburg Ln N, Minneapolis, MN 55447"
Perkins Restaurant & Bakery,(952) 835-5298,N/A,http://www.perkinsrestaurants.com,55437,"9805 Normandale Blvd, Minneapolis, MN 55437"
Bruegger's,(763) 545-3137,N/A,http://www.brueggers.com,55427,"3858 Winnetka Ave N, Minneapolis, MN 55427"
Perkins Restaurant & Bakery,(952) 831-8855,N/A,http://www.perkinsrestaurants.com,55429,"494 France Pl, Minneapolis, MN 55429"
Lunds & Byerlys,(612) 729-4000,N/A,http://www.lundsandbyerlys.com,55407,"4725 Cedar Ave S, Minneapolis, MN 55407"
Donut Connection,(952) 426-4671,N/A,N/A,55416,"4057 Highway 7, Minneapolis, MN 55416"
Rounds INC,(612) 823-1563,N/A,N/A,55408,"1104 Lagoon Ave, Minneapolis, MN 55408"
Rustica Eden Prairie,(952) 479-7631,N/A,https://www.rusticabakery.com,55437,"8107 Eden Prairie Rd, Minneapolis, MN 55437"
Lunds & Byerlys,(763) 544-8846,vin@graphicd-signs.com,http://www.lundsandbyerlys.com,55422,"5725 Duluth St, Minneapolis, MN 55422"
Bakers Square,(763) 553-0835,N/A,http://www.bakerssquare.com,55442,"4100 Vinewood Ln N, Minneapolis, MN 55442"
Lucia's Restaurant,(612) 825-1572,N/A,http://www.lucias.com,55408,"1428 W 31st St, Minneapolis, MN 55408"
Perkins Restaurant & Bakery,(612) 339-6865,N/A,http://www.perkinsrestaurants.com,55406,"901 27th Ave S, Minneapolis, MN 55406"
Perkins Restaurant & Bakery,(612) 851-5000,N/A,http://www.perkinsrestaurants.com,55402,"80 S 8th St, Minneapolis, MN 55402"
Lunds & Byerlys,(612) 861-1881,catering@lundsandbyerlys.com,http://www.lundsandbyerlys.com,55423,"6228 Penn Ave S, Minneapolis, MN 55423"
Bruegger's,(952) 927-6286,franchise@brueggers.com,http://www.brueggers.com,55416,"5400 Excelsior Blvd, Minneapolis, MN 55416"
Lunds & Byerlys,(612) 548-3820,Contact@LundsandByerlys.com,http://www.lundsandbyerlys.com,55414,"25 University Ave SE, Minneapolis, MN 55414"
Oxendale's Market,(612) 724-4474,info@oxendalesmarket.com,http://www.oxendalesgroceryminneapolis.com,55417,"5025 34th Ave S, Minneapolis, MN 55417"
Jerry's Enterprises-General Offices,(952) 929-2685,scott@jerrysprinting.com,https://www.jerrysfoods.com,55436,"5125 Vernon Ave S, Minneapolis, MN 55436"
Cookies by Design,(763) 545-5777,ordersadmin@cookiesbydesign.com,http://www.cookiesbydesign.com,55441,"10100 6th Ave N Ste 121, Minneapolis, MN 55441"
Empire Coffee & Pastry,(612) 331-3877,empireminneapolis@gmail.com,http://www.empireminneapolis.com,55413,"451 Stinson Blvd, Minneapolis, MN 55413"
Arkady's Market,(763) 544-9000,kozyrevmain@gmail.com,http://www.arkadysmarket.com,55441,"3435 Highway 169 N, Minneapolis, MN 55441"
Bakers Square,(612) 861-7471,N/A,http://www.bakerssquare.com,55423,"3000 W 66th St, Minneapolis, MN 55423"
Bakers Square,(952) 881-4080,bsqcustomerservice@abrholdings.com,http://www.bakerssquare.com,55420,"611 W 98th St, Minneapolis, MN 55420"
The Deco Catering,(612) 623-4477,N/A,http://www.decocatering.com,55413,"2010 E Hennepin Ave Ste 7, Minneapolis, MN 55413"
Pickles Café & Catering,(763) 521-1113,picklescafe@aol.com,http://www.thepicklescafe.com,55422,"4705 36th Ave N, Minneapolis, MN 55422"
Grand Cafe,(612) 822-8260,mary@grandcafempls.com,https://keepitgrandmn.com,55409,"3804 Grand Ave S, Minneapolis, MN 55409"
Bruegger's Bagels,(612) 378-2145,facebook@brueggers.com,https://locations.brueggers.com/us/mn/minneapolis/720-washington-avenue-se?y_source=1_OTczMjE1MC01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,55414,"720 Washington Ave SE, Minneapolis, MN 55414"
Lunds & Byerlys,(612) 379-5040,Contact@LundsandByerlys.com,http://www.lundsandbyerlys.com,55403,"1201 Hennepin Ave, Minneapolis, MN 55403"
Mel-O-Glaze Bakery & Donut Shop,(612) 729-9316,N/A,N/A,55417,"4800 28th Ave S, Minneapolis, MN 55417"
Cookie Cart,(612) 521-0855,info@cookiecart.org,http://www.cookiecart.org,55411,"1119 W Broadway Ave, Minneapolis, MN 55411"
Holy Land Brand Inc,(612) 781-2627,jillsachs@holylandbrand.com,N/A,55418,"2513 Central Ave NE, Minneapolis, MN 55418"
Mama's Bakery Pizza & Salad Bar,(612) 767-1681,N/A,N/A,55402,"800 Nicollet Mall, Minneapolis, MN 55402"
Great Northern Baking Company,(612) 331-1043,N/A,http://www.greatnorthernbaking.com,55413,"443 Hoover St NE, Minneapolis, MN 55413"
Franklin Street Bakery,(612) 871-3286,rossanna@franklinstreetbakery.com,http://www.franklinstreetbakery.com,55404,"1020 E Franklin Ave, Minneapolis, MN 55404"
Bogart's Doughnut Co.,(612) 886-1670,hello@bogartsdoughnutco.com,http://www.bogartsdoughnutco.com,55408,"904 W 36th St, Minneapolis, MN 55408"
Aki's Bread Haus,(612) 578-7897,N/A,http://www.akisbreadhaus.com,55418,"2506 Central Ave NE, Minneapolis, MN 55418"
The Lynhall No. 2640 LynLake,(612) 870-2640,careers@thelynhall.com,http://thelynhall.com/?y_source=1_ODU0MDMyMy01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,55408,"2640 Lyndale Ave S, Minneapolis, MN 55408"
Sunrise Donuts,(952) 303-4982,N/A,http://www.facebook.com/pages/Sunrise-Donuts/116607361697129,55420,"9010 Lyndale Ave S, Minneapolis, MN 55420"
Cardigan Donuts,(612) 259-7804,N/A,https://cardigandonuts.com,55402,"City Center, 40 S 7th St, Minneapolis, MN 55402"
Rebecca's Bakery,(612) 455-0236,rebeccasbakery@gmail.com,http://www.rebeccasbakery.com,55404,"2111 E Franklin Ave Ste 2, Minneapolis, MN 55404"
Salty Tart Patisserie,(612) 874-9206,N/A,http://www.saltytart.com,55407,"920 E Lake St Ste 158, Minneapolis, MN 55407"
Top Tier,(952) 884-6972,N/A,N/A,55420,"651 E Old Shakopee Rd, Minneapolis, MN 55420"
Valley Pastries,(763) 541-1535,info@valleypastries.com,https://www.facebook.com/Valley-Pastries-129968857062635,55427,"2570 Hillsboro Ave N, Minneapolis, MN 55427"
Rush City Bakery,(612) 332-8933,N/A,N/A,55402,N/A
,,N/A,N/A,,N/A
Lunds & Byerlys,(952) 277-8663,contact@lundsandbyerlys.com,http://www.lundsandbyerlys.com,55435,"7171 France Ave S, Minneapolis, MN 55435"
Le Petit Marche,(952) 835-1900,N/A,http://sofitel.com,55439,"5601 W 78th St, Minneapolis, MN 55439"
La Concha Bakery,(952) 426-0559,N/A,N/A,55420,"8555 Lyndale Ave S, Minneapolis, MN 55420"
Viridiana's Bakery,(612) 869-1764,N/A,N/A,55423,"6501 Nicollet Ave, Minneapolis, MN 55423"
La Concha Bakery & Cafe,(612) 866-8372,N/A,N/A,55423,"6451 Lyndale Ave S, Minneapolis, MN 55423"
Au Bon Pain,(763) 259-4227,feedback@aubonpain.com,http://www.aubonpain.com,55427,"965 Decatur Ave N, Minneapolis, MN 55427"
Panaderia La Loma,(763) 537-4749,N/A,N/A,55428,"120 Willow Bnd, Minneapolis, MN 55428"
Keys Cafe & Bakery,(763) 785-6004,N/A,http://www.keyscafe.com,55432,"8299 University Ave NE, Minneapolis, MN 55432"
Dina's Bakery & Cafe,(612) 798-1735,N/A,N/A,55423,"6451 Lyndale Ave S, Minneapolis, MN 55423"
El Duranguense Bakery,(612) 354-2315,N/A,N/A,55418,"2416 Central Ave NE, Minneapolis, MN 55418"
Baker Associates Inc,(612) 333-1237,N/A,N/A,55401,"413 Nicollet Mall, Minneapolis, MN 55401"
Bread Basket,(612) 929-9110,N/A,N/A,55416,"3212 W Lake St, Minneapolis, MN 55416"
Panaderia Lomabonita,(763) 999-6888,N/A,N/A,55447,"3141 Fernbrook Ln N, Minneapolis, MN 55447"
Rosie's Cupcakery,(952) 210-2613,kendrarosecupcakes@gmail.com,N/A,55420,"8121 2nd Ave S, Minneapolis, MN 55420"
Mcglynn Bakeries Inc,(763) 424-2991,N/A,N/A,55445,"8020 Brooklyn Blvd, Minneapolis, MN 55445"
Cinnabon,(952) 858-8208,N/A,http://www.cinnabon.com,55425,"60 E Broadway, Minneapolis, MN 55425"
Cinnabon,(763) 503-4802,N/A,http://www.cinnabon.com,55430,"1180 Shingle Creek Xing, Minneapolis, MN 55430"
Cinnabon,(952) 922-2530,N/A,http://www.cinnabon.com,55435,"3425 W 66th St, Minneapolis, MN 55435"
Walmart - Bakery,(763) 354-1941,N/A,http://www.walmart.com,55430,"1200 Shingle Creek Xing, Minneapolis, MN 55430"
Lucky Oven Bakery,(612) 353-6232,N/A,N/A,55419,"5401 Penn Ave S, Minneapolis, MN 55419"
Panaderia Oralia's,(763) 533-1228,N/A,N/A,55422,"6123 42nd Ave N, Minneapolis, MN 55422"
Hans' Bakery,(763) 421-4200,info@hans-bakery.com,http://hans-bakery.com,55449,"10400 Baltimore St NE, Minneapolis, MN 55449"
Turtle Bread,(612) 223-8590,N/A,https://terraexports.com,55417,"5601 Chicago Ave, Minneapolis, MN 55417"
